Time [s],Packet ID,MOSI,MISO
10.5586679687,92,0x02,0xAC
10.5586745937,92,0x01,0xAC
10.5586812187,92,0x00,0xAC
10.5586878437,92,0x00,0xAC
10.5586944687,92,0x00,0xAC
10.5587010937,92,0x00,0xAC
10.5587182187,93,0xC0,0xAC
10.5587248125,93,0x00,0x2C
10.5587360625,94,0x8C,0xAC
10.5587426875,94,0x00,0xAC
10.5587493125,94,0x08,0xAC
10.5587559375,94,0x00,0xAC
10.5587625625,94,0x17,0xAC
10.5587691875,94,0x01,0xAC
10.5587758125,94,0x00,0xAC
10.5587978750,95,0xC0,0xA2
10.5588044687,95,0x00,0x22
10.5588157187,96,0x0E,0xA2
10.5588223125,96,0x00,0xA2
10.5588289375,96,0x48,0xA2
10.5588355625,96,0x65,0xA2
10.5588421875,96,0x6C,0xA2
10.5588488125,96,0x6C,0xA2
10.5588554375,96,0x6F,0xA2
10.5588620625,96,0x20,0xA2
10.5588686875,96,0x77,0xA2
10.5588753125,96,0x6F,0xA2
10.5588819375,96,0x72,0xA2
10.5588885625,96,0x6C,0xA2
10.5588951875,96,0x64,0xA2
10.5589018125,96,0x20,0xA2
10.5589084375,96,0x6E,0xA2
10.5589150625,96,0x75,0xA2
10.5589216875,96,0x6D,0xA2
10.5589283125,96,0x62,0xA2
10.5589349375,96,0x65,0xA2
10.5589415625,96,0x72,0xA2
10.5589481875,96,0x20,0xA2
10.5589548125,96,0x30,0xA2
10.5589614375,96,0x2E,0xA2
10.5589680625,96,0x30,0xA2
10.5589746875,96,0x39,0xA2
10.5589871250,97,0x83,0xA2
10.5589937187,97,0x00,0xA2
10.5590003437,97,0x00,0xA2
10.5590069687,97,0x00,0xA2
10.6330948125,98,0x12,0xAC
10.6331014062,98,0x00,0xAC
10.6331088437,98,0x00,0x00
10.6331154687,98,0x00,0x01
10.6331277187,99,0x02,0xAC
10.6331343437,99,0xFF,0xAC
10.6331409687,99,0xFF,0xAC
11.6336540937,100,0xC0,0xAC
11.6336606875,100,0x00,0x2C
11.6336727500,101,0x08,0xAC
11.6336793750,101,0x02,0xAC
11.6336860000,101,0x01,0xAC
11.6336926250,101,0x02,0xAC
11.6336992500,101,0x01,0xAC
11.6337058750,101,0x00,0xAC
11.6337125000,101,0x00,0xAC
11.6337191250,101,0x00,0xAC
11.6337257500,101,0x00,0xAC
11.6337423437,102,0xC0,0xAC
11.6337489687,102,0x00,0x2C
11.6337602500,103,0x8C,0xAC
11.6337668437,103,0x00,0xAC
11.6337734687,103,0x08,0xAC
11.6337800937,103,0x00,0xAC
11.6337867187,103,0x17,0xAC
11.6337933437,103,0x01,0xAC
11.6337999688,103,0x00,0xAC
11.6338227812,104,0xC0,0xA2
11.6338294062,104,0x00,0x22
11.6338406250,105,0x0E,0xA2
11.6338472187,105,0x00,0xA2
11.6338538437,105,0x48,0xA2
11.6338604687,105,0x65,0xA2
11.6338670937,105,0x6C,0xA2
11.6338737187,105,0x6C,0xA2
11.6338803437,105,0x6F,0xA2
11.6338869687,105,0x20,0xA2
11.6338935937,105,0x77,0xA2
11.6339002187,105,0x6F,0xA2
11.6339068437,105,0x72,0xA2
11.6339134687,105,0x6C,0xA2
11.6339200937,105,0x64,0xA2
11.6339267187,105,0x20,0xA2
11.6339333437,105,0x6E,0xA2
11.6339399687,105,0x75,0xA2
11.6339465937,105,0x6D,0xA2
11.6339532187,105,0x62,0xA2
11.6339598437,105,0x65,0xA2
11.6339664687,105,0x72,0xA2
11.6339730937,105,0x20,0xA2
11.6339797187,105,0x30,0xA2
11.6339863437,105,0x2E,0xA2
11.6339929687,105,0x31,0xA2
11.6339995937,105,0x30,0xA2
11.6340120312,106,0x83,0xA2
11.6340186250,106,0x00,0xA2
11.6340252500,106,0x00,0xA2
11.6340318750,106,0x00,0xA2
11.7081259062,107,0x12,0xAC
11.7081325000,107,0x00,0xAC
11.7081399375,107,0x00,0x00
11.7081465625,107,0x00,0x01
11.7081588437,108,0x02,0xAC
11.7081654687,108,0xFF,0xAC
11.7081720937,108,0xFF,0xAC
12.7086814375,109,0xC0,0xAC
12.7086880312,109,0x00,0x2C
12.7087001562,110,0x08,0xAC
12.7087067812,110,0x02,0xAC
12.7087134062,110,0x01,0xAC
12.7087200312,110,0x02,0xAC
12.7087266562,110,0x01,0xAC
12.7087332812,110,0x00,0xAC
12.7087399062,110,0x00,0xAC
12.7087465312,110,0x00,0xAC
12.7087531562,110,0x00,0xAC
12.7087697187,111,0xC0,0xAC
12.7087763125,111,0x00,0x2C
12.7087875937,112,0x8C,0xAC
12.7087942187,112,0x00,0xAC
12.7088008437,112,0x08,0xAC
12.7088074687,112,0x00,0xAC
12.7088140937,112,0x17,0xAC
12.7088207187,112,0x01,0xAC
12.7088273437,112,0x00,0xAC
12.7088494375,113,0xC0,0xA2
12.7088560312,113,0x00,0x22
12.7088673437,114,0x0E,0xA2
12.7088739375,114,0x00,0xA2
12.7088805625,114,0x48,0xA2
12.7088871875,114,0x65,0xA2
12.7088938125,114,0x6C,0xA2
12.7089004375,114,0x6C,0xA2
12.7089070625,114,0x6F,0xA2
12.7089136875,114,0x20,0xA2
12.7089203125,114,0x77,0xA2
12.7089269375,114,0x6F,0xA2
12.7089335625,114,0x72,0xA2
12.7089401875,114,0x6C,0xA2
12.7089468125,114,0x64,0xA2
12.7089534375,114,0x20,0xA2
12.7089600625,114,0x6E,0xA2
12.7089666875,114,0x75,0xA2
12.7089733125,114,0x6D,0xA2
12.7089799375,114,0x62,0xA2
12.7089865625,114,0x65,0xA2
12.7089931875,114,0x72,0xA2
12.7089998125,114,0x20,0xA2
12.7090064375,114,0x30,0xA2
12.7090130625,114,0x2E,0xA2
12.7090196875,114,0x31,0xA2
12.7090263125,114,0x31,0xA2
12.7090387812,115,0x83,0xA2
12.7090453750,115,0x00,0xA2
12.7090520000,115,0x00,0xA2
12.7090586250,115,0x00,0xA2
12.7831443750,116,0x12,0xAC
